timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io
2025-12-01T11:40:17,onnx-int8-api,0.40%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 0B
2025-12-01T11:40:20,onnx-int8-api,0.43%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:22,onnx-int8-api,0.42%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:25,onnx-int8-api,0.36%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:28,onnx-int8-api,0.35%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:30,onnx-int8-api,0.38%,183MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:33,onnx-int8-api,1.44%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:35,onnx-int8-api,0.47%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:38,onnx-int8-api,0.32%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:41,onnx-int8-api,0.41%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:44,onnx-int8-api,0.65%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:47,onnx-int8-api,0.39%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:50,onnx-int8-api,0.45%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:52,onnx-int8-api,0.31%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:55,onnx-int8-api,0.31%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:40:58,onnx-int8-api,0.37%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:00,onnx-int8-api,0.34%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:03,onnx-int8-api,1.05%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:05,onnx-int8-api,0.38%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:08,onnx-int8-api,0.38%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:11,onnx-int8-api,0.75%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:14,onnx-int8-api,0.27%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:17,onnx-int8-api,0.41%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:20,onnx-int8-api,0.35%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:22,onnx-int8-api,0.39%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:25,onnx-int8-api,0.20%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:28,onnx-int8-api,0.31%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:30,onnx-int8-api,0.23%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:33,onnx-int8-api,0.82%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:35,onnx-int8-api,0.31%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:38,onnx-int8-api,0.41%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:41,onnx-int8-api,0.25%,183.2MiB / 7.654GiB,2.34%,1.57kB / 0B,0B / 688kB
2025-12-01T11:41:44,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:45,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:46,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:47,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:48,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:49,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:50,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:51,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:52,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:53,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:54,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:55,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:56,onnx-int8-api,NA,NA,NA,NA,NA,NA
